epoch,train_loss,train_rmse
198,313.957,17.7188
199,313.6892,17.7113
200,314.0612,17.7218
201,313.8926,17.717
202,313.7161,17.712
203,313.5951,17.7086
204,313.638,17.7098
205,313.7105,17.7119
206,313.6542,17.7103
207,313.6301,17.7096
208,313.5393,17.707
209,313.6339,17.7097
210,314.0217,17.7207
211,313.5683,17.7079
212,313.8577,17.716
213,313.6417,17.7099
214,313.7753,17.7137
215,313.5213,17.7065
216,313.7049,17.7117
217,313.5854,17.7083
218,313.7663,17.7135
219,313.4917,17.7057
220,313.7769,17.7137
221,313.3978,17.703
222,313.8705,17.7164
223,313.9632,17.719
224,313.6174,17.7092
225,313.6881,17.7112
226,313.5949,17.7086
227,314.0602,17.7217
228,313.514,17.7063
229,313.5073,17.7061
230,313.5625,17.7077
231,314.0119,17.7204
232,313.894,17.7171
233,313.5094,17.7062
234,314.0326,17.721
235,313.53,17.7068
236,313.4808,17.7054
237,313.7149,17.712
238,313.71,17.7119
239,313.6099,17.709
240,313.513,17.7063
241,313.2213,17.6981
242,313.4861,17.7055
243,313.526,17.7067
244,313.5528,17.7074
245,313.5309,17.7068
246,313.6286,17.7096
247,313.3968,17.703
248,313.5786,17.7082
249,313.482,17.7054
250,313.3463,17.7016
251,313.5227,17.7066
252,313.6186,17.7093
253,313.5297,17.7068
254,313.3796,17.7025
255,313.3704,17.7023
256,313.272,17.6995
257,313.6578,17.7104
258,313.6634,17.7105
259,313.5185,17.7065
260,313.6457,17.71
261,313.4306,17.704
262,313.2088,17.6977
263,313.4626,17.7049
264,313.2774,17.6996
265,313.2078,17.6977
266,313.3268,17.701
267,313.4986,17.7059
268,313.4457,17.7044
269,313.4702,17.7051
270,313.3233,17.7009
271,313.273,17.6995
272,313.3632,17.7021
273,313.3105,17.7006
274,313.6455,17.71
275,313.3112,17.7006
276,313.4529,17.7046
277,314.0135,17.7204
278,313.3094,17.7005
279,313.4571,17.7047
280,313.211,17.6978
281,313.628,17.7095
282,313.4474,17.7044
283,313.2842,17.6998
284,313.4823,17.7054
285,313.3069,17.7005
286,313.552,17.7074
287,313.5524,17.7074
288,313.9283,17.718
289,313.5061,17.7061
290,313.3267,17.701
291,313.3983,17.7031
292,313.1185,17.6952
293,313.1761,17.6968
294,313.0759,17.694
295,313.1914,17.6972
296,313.2536,17.699
297,313.3169,17.7008
298,313.0292,17.6926
299,313.4179,17.7036
300,313.6596,17.7104
301,313.5039,17.706
302,313.3459,17.7016
303,313.3887,17.7028
304,313.341,17.7014
305,313.183,17.697
306,313.4015,17.7032
307,312.9736,17.6911
308,313.0789,17.694
309,313.253,17.699
310,313.1246,17.6953
311,313.2203,17.698
312,313.0738,17.6939
313,313.0385,17.6929
314,313.4836,17.7055
315,313.0768,17.694
316,313.5798,17.7082
317,313.2881,17.6999
318,313.2235,17.6981
319,313.4332,17.704
320,313.245,17.6987
321,313.0487,17.6932
322,313.1454,17.6959
323,313.1766,17.6968
324,313.2039,17.6976
325,313.5841,17.7083
326,312.8166,17.6866
327,313.1672,17.6965
328,313.4937,17.7058
329,313.2642,17.6993
330,313.1777,17.6968
331,313.1157,17.6951
332,312.9152,17.6894
333,313.0919,17.6944
334,313.0086,17.692
335,312.895,17.6888
336,313.2571,17.6991
337,313.0443,17.6931
338,312.9404,17.6901
339,313.212,17.6978
340,313.2844,17.6998
341,312.9819,17.6913
342,312.8898,17.6887
343,313.0907,17.6944
344,312.9059,17.6891
345,313.3302,17.7011
346,313.118,17.6951
347,313.2267,17.6982
348,313.0519,17.6933
349,312.9117,17.6893
350,313.156,17.6962
351,312.9096,17.6892
352,313.1215,17.6952
353,313.1906,17.6972
354,313.1795,17.6969
355,313.3209,17.7009
356,313.2057,17.6976
357,313.3304,17.7011
358,313.0266,17.6926
359,313.2974,17.7002
360,313.0444,17.6931
361,313.0855,17.6942
362,313.2757,17.6996
363,313.0199,17.6924
364,313.6969,17.7115
365,313.2034,17.6976
366,312.894,17.6888
367,313.2779,17.6997
368,313.2351,17.6984
369,312.9474,17.6903
370,313.1914,17.6972
371,312.9369,17.69
372,312.9811,17.6913
373,313.2693,17.6994
374,313.1378,17.6957
375,313.1106,17.6949
376,313.2467,17.6988
377,312.9756,17.6911
378,312.9741,17.6911
379,313.0475,17.6931
380,312.687,17.683
381,313.1722,17.6967
382,313.1049,17.6948
383,312.983,17.6913
384,312.6793,17.6827
385,313.0991,17.6946
386,313.0378,17.6929
387,312.8856,17.6886
388,313.3753,17.7024
389,313.0887,17.6943
390,313.1107,17.6949
391,312.907,17.6892
392,313.1043,17.6948
393,312.9137,17.6894
394,312.9042,17.6891
395,312.8463,17.6875
396,313.5514,17.7074
397,312.7553,17.6849
398,313.002,17.6919
399,313.1348,17.6956
400,313.1631,17.6964
401,312.9852,17.6914
402,312.8001,17.6862
403,313.0923,17.6944
404,313.012,17.6921
405,312.888,17.6886
406,312.7989,17.6861
407,312.8507,17.6876
408,312.969,17.6909
409,313.0234,17.6925
410,312.9003,17.689
411,313.2867,17.6999
412,312.9522,17.6905
413,312.9399,17.6901
414,313.0375,17.6929
415,313.0604,17.6935
416,313.0983,17.6946
417,313.403,17.7032
418,312.8372,17.6872
419,312.8156,17.6866
420,313.1628,17.6964
421,313.0063,17.692
422,312.8821,17.6885
423,312.8889,17.6887
424,313.4882,17.7056
425,312.8719,17.6882
426,313.2001,17.6975
427,312.8936,17.6888
428,312.8751,17.6883
429,312.7041,17.6834
430,312.6921,17.6831
431,312.8945,17.6888
432,312.8557,17.6877
433,313.2461,17.6988
434,312.8859,17.6886
435,312.8906,17.6887
436,313.0107,17.6921
437,312.8404,17.6873
438,312.9034,17.6891
439,312.8915,17.6887
440,312.8928,17.6888
441,312.7009,17.6834
442,312.857,17.6878
443,313.0406,17.693
444,312.6878,17.683
445,312.8746,17.6883
446,312.8415,17.6873
447,312.7918,17.6859
448,312.7763,17.6855
449,312.7505,17.6848
450,312.6307,17.6814
451,312.7831,17.6857
452,312.9269,17.6897
453,312.9846,17.6914
454,312.9043,17.6891
455,312.8034,17.6862
456,312.916,17.6894
457,312.9414,17.6901
458,312.7963,17.686
459,312.7511,17.6848
460,312.9278,17.6898
461,312.6648,17.6823
462,312.8781,17.6884
463,312.8773,17.6883
464,312.891,17.6887
465,312.7909,17.6859
466,312.8011,17.6862
467,313.0062,17.692
468,313.298,17.7002
469,312.9846,17.6914
470,312.79,17.6859
471,313.2848,17.6999
472,312.6117,17.6808
473,313.0223,17.6924
474,312.8688,17.6881
475,313.1271,17.6954
476,312.8438,17.6874
477,313.1104,17.6949
478,312.7637,17.6851
479,313.0688,17.6938
480,312.8097,17.6864
481,313.2986,17.7002
482,312.8293,17.687
483,312.8394,17.6873
484,312.6336,17.6814
485,312.6206,17.6811
486,312.6982,17.6833
487,312.7452,17.6846
488,312.9899,17.6915
489,313.1361,17.6957
490,312.7745,17.6854
491,312.8519,17.6876
492,312.9439,17.6902
493,312.6115,17.6808
494,312.662,17.6823
495,312.8063,17.6863
496,312.9034,17.6891
497,312.8006,17.6862
498,312.7157,17.6838
499,312.7691,17.6853
500,312.8113,17.6865
