epoch,train_loss,train_rmse
353,302.8543,17.4027
354,303.1621,17.4115
355,303.7765,17.4292
356,302.6502,17.3968
357,303.3586,17.4172
358,302.8382,17.4022
359,302.1085,17.3813
360,302.2012,17.3839
361,302.5775,17.3948
362,302.14,17.3822
363,302.5874,17.395
364,302.0515,17.3796
365,301.9554,17.3769
366,302.5173,17.393
367,302.2065,17.3841
368,301.9773,17.3775
369,302.4765,17.3919
370,302.3109,17.3871
371,302.532,17.3934
372,302.488,17.3922
373,301.9633,17.3771
374,303.2186,17.4132
375,303.1487,17.4112
376,302.0656,17.38
377,301.8763,17.3746
378,302.763,17.4001
379,302.6566,17.397
380,301.8993,17.3753
381,302.0894,17.3807
382,301.4605,17.3626
383,302.253,17.3854
384,301.7914,17.3721
385,302.3326,17.3877
386,301.9077,17.3755
387,301.7812,17.3719
388,302.1569,17.3827
389,302.2334,17.3849
390,302.9929,17.4067
391,302.4338,17.3906
392,301.6296,17.3675
393,301.3365,17.359
394,302.1851,17.3835
395,301.6021,17.3667
396,301.5312,17.3647
397,301.7247,17.3702
398,301.6074,17.3668
399,301.3204,17.3586
400,301.5925,17.3664
401,302.135,17.382
402,301.9377,17.3764
403,301.7852,17.372
404,302.2501,17.3853
405,301.8394,17.3735
406,301.1161,17.3527
407,301.0854,17.3518
408,301.5736,17.3659
409,302.2532,17.3854
410,301.5477,17.3651
411,301.5613,17.3655
412,301.1142,17.3526
413,301.6055,17.3668
414,301.3321,17.3589
415,301.6147,17.3671
416,302.2488,17.3853
417,300.7915,17.3433
418,301.187,17.3547
419,301.7315,17.3704
420,301.8021,17.3725
421,301.5471,17.3651
422,301.5848,17.3662
423,301.9811,17.3776
424,301.9158,17.3757
425,300.9585,17.3482
426,300.8866,17.3461
427,301.0985,17.3522
428,300.9993,17.3493
429,301.7719,17.3716
430,301.1947,17.355
431,300.9558,17.3481
432,301.8277,17.3732
433,301.746,17.3708
434,302.085,17.3806
435,300.6165,17.3383
436,300.2888,17.3288
437,300.8957,17.3463
438,300.8721,17.3457
439,300.9581,17.3481
440,300.4721,17.3341
441,301.1747,17.3544
442,301.827,17.3732
443,300.7415,17.3419
444,300.7584,17.3424
445,300.9707,17.3485
446,300.6005,17.3378
447,300.4914,17.3347
448,300.3034,17.3293
449,300.875,17.3457
450,300.3501,17.3306
451,301.3146,17.3584
452,300.2709,17.3283
453,301.2415,17.3563
454,301.3957,17.3608
455,300.5794,17.3372
456,300.8909,17.3462
457,300.6929,17.3405
458,300.491,17.3347
459,301.1591,17.3539
460,300.9499,17.3479
461,300.5537,17.3365
462,299.9226,17.3183
463,299.7108,17.3122
464,300.4573,17.3337
465,299.8582,17.3164
466,300.0765,17.3227
467,299.8613,17.3165
468,301.2589,17.3568
469,300.4436,17.3333
470,300.1242,17.3241
471,300.7307,17.3416
472,300.3792,17.3315
473,300.2786,17.3285
474,300.1029,17.3235
475,300.5851,17.3374
476,300.2592,17.328
477,300.3279,17.33
478,301.6788,17.3689
479,300.1829,17.3258
480,299.9281,17.3184
481,300.335,17.3302
482,299.8529,17.3163
483,301.0136,17.3497
484,300.8487,17.345
485,299.7281,17.3127
486,299.5327,17.307
487,300.2564,17.3279
488,299.4384,17.3043
489,300.0935,17.3232
490,299.6337,17.3099
491,300.7619,17.3425
492,300.5742,17.3371
493,299.9586,17.3193
494,299.5254,17.3068
495,299.8129,17.3151
496,300.5401,17.3361
497,300.6517,17.3393
498,301.0156,17.3498
499,299.3998,17.3032
500,299.2711,17.2995
